year_film,year_ceremony,film,budget,opening_gross,usa_gross,ww_gross,imdb,metacritic,rm_critics,rm_audience
2006,2007,Maestro,80000.00,,,,7.6,,38,77
2006,2007,Marie Antoinette,40000000.00,5361050.00,15962471.00,60917189.00,6.5,65,57,56
2006,2007,Monster House,75000000.00,22217226.00,73661010.00,141861243.00,6.6,68,75,63
2006,2007,"My Country, My Country",,3546.00,33620.00,33620.00,7.1,,84,72
2006,2007,No Time for Nuts,,,,,7.6,,,
2006,2007,Notes on a Scandal,15000000.00,414487.00,17510118.00,49814392.00,7.4,73,87,83
2006,2007,Pan's Labyrinth,19000000.00,568641.00,37634615.00,83850267.00,8.2,98,95,91
2006,2007,Pirates of the Caribbean: Dead Man's Chest,225000000.00,135634554.00,423315812.00,1066179747.00,7.3,53,53,72
2006,2007,Poseidon,160000000.00,22155410.00,60674817.00,181674817.00,5.7,50,33,43
2006,2007,Recycled Life,150000.00,,,,7.9,,,83
2006,2007,Rehearsing a Dream,,,,,6.8,,,
2006,2007,Superman Returns,270000000.00,52535096.00,200081192.00,391081192.00,6,72,75,61
2006,2007,The Black Dahlia,50000000.00,10005895.00,2254508.00,49332692.00,5.6,49,32,27
2006,2007,The Blood of Yingzhou District,250000.00,,,,7.4,,,86
2006,2007,The Danish Poet,,,,,7.5,,,88
2006,2007,The Departed,90000000.00,26887467.00,132384315.00,291465373.00,8.5,85,90,94
2006,2007,The Devil Wears Prada,35000000.00,27537244.00,124740460.00,326706115.00,6.9,62,75,76
2006,2007,The Good German,32000000.00,76817.00,1308696.00,5914908.00,6,49,34,33
2006,2007,The Good Shepherd,110000000.00,9912110.00,59952835.00,100266865.00,6.7,61,55,51
2006,2007,The Illusionist,16500000.00,927956.00,39868642.00,87892388.00,7.6,68,73,83
2006,2007,The Last King of Scotland,6000000.00,142899.00,17606684.00,48618191.00,7.7,74,87,89
2006,2007,The Little Matchgirl,,,,,7.8,,,
2006,2007,The Lives of Others,2000000.00,223000.00,11286112.00,77356942.00,8.4,89,92,96
2006,2007,The Prestige,40000000.00,14801808.00,53089891.00,109676311.00,8.5,66,76,92
2006,2007,The Pursuit of Happyness,55000000.00,26541709.00,163566459.00,307127625.00,8,64,67,87
2006,2007,The Queen,13622000.00,122014.00,56441711.00,123384128.00,7.3,91,96,76
2006,2007,The Saviour,,,,,6.7,,,
2006,2007,Two Hands,,,,,6.5,,,
2006,2007,United 93,20850000.00,11478360.00,31483450.00,76700659.00,7.5,90,90,83
2006,2007,Venus,3000000.00,35604.00,3347411.00,7321309.00,7.1,82,88,74
2006,2007,Volver,9014500.00,202000.00,12899867.00,85585177.00,7.6,84,91,89
2006,2007,Water,,56280.00,5529144.00,13014956.00,7.7,77,91,90
2006,2007,West Bank Story,74000.00,,,,7.3,,,89
2007,2008,12,4000000.00,12042.00,125120.00,7537453.00,7.7,72,77,83
2007,2008,3:10 to Yuma,55000000.00,14035033.00,53606916.00,70016220.00,7.7,76,89,86
2007,2008,Across the Universe,45000000.00,667784.00,24602291.00,29625761.00,7.3,56,53,82
2007,2008,American Gangster,100000000.00,43565135.00,130164645.00,269755430.00,7.8,76,81,85
2007,2008,At Night,384000.00,,,,7.2,,,
2007,2008,Atonement,30000000.00,784145.00,50927067.00,131016624.00,7.8,85,83,80
2007,2008,August Rush,30000000.00,9421369.00,31664162.00,66122026.00,7.5,38,37,82
2007,2008,Away from Her,3200000.00,114628.00,4571521.00,9194283.00,7.5,88,84,71
2007,2008,Beaufort,2500000.00,6808.00,102591.00,271340.00,6.7,,85,72
2007,2008,Charlie Wilson's War,75000000.00,9656250.00,66661095.00,119483446.00,7,67,82,73
2007,2008,Eastern Promises,34750000.00,547092.00,17266000.00,56107312.00,7.6,82,89,83
2007,2008,Elizabeth: The Golden Age,55000000.00,6153075.00,16383509.00,75782758.00,6.8,45,35,59
2007,2008,Enchanted,85000000.00,34440317.00,127807262.00,340487836.00,7,75,93,80
2007,2008,Freeheld,,,,,7.8,,,83
2007,2008,Gone Baby Gone,19000000.00,2299000.00,20292962.00,34612443.00,7.6,72,94,86
2007,2008,I Met the Walrus,,,,,6.9,,,83
2007,2008,Il Supplente (The Substitute),,,,,6.8,,,92
2007,2008,I'm Not There,20000000.00,730819.00,4017609.00,11792542.00,6.9,73,77,69
2007,2008,In the Valley of Elah,,133557.00,6777741.00,29541790.00,7.1,65,74,77
2007,2008,Into the Wild,15000000.00,212440.00,18354356.00,56675895.00,8.1,73,83,89
2007,2008,Juno,7500000.00,413869.00,143495265.00,232372681.00,7.4,81,94,88
2007,2008,Katyn,4840000.00,11053.00,118095.00,14768451.00,7,81,91,75
2007,2008,La Corona (The Crown),,,,,7.8,,,
2007,2008,La Vie en Rose,25000000.00,179848.00,10301706.00,86274793.00,7.6,66,74,84
2007,2008,Lars and the Real Girl,12000000.00,90418.00,5972884.00,11293663.00,7.3,70,81,84
2007,2008,Le Mozart des Pickpockets (The Mozart of Pickpockets),,,,,7,,,86
2007,2008,Madame Tutli-Putli,,,,,7.2,,,87
2007,2008,Même les Pigeons Vont au Paradis (Even Pigeons Go to Heaven),,,,,6.8,,,
2007,2008,Michael Clayton,25000000.00,719910.00,49033882.00,92991835.00,7.2,82,91,69
2007,2008,Mongol,18000000.00,135326.00,5705761.00,26527510.00,7.2,74,87,76
2007,2008,My Love (Moya Lyubov),,,,,8,,,90
2007,2008,No Country for Old Men,25000000.00,1202000.00,74283625.00,171627166.00,8.1,91,93,86
2007,2008,No End in Sight,2000000.00,31533.00,1433319.00,1433319.00,8.2,89,96,94
2007,2008,Norbit,60000000.00,34195434.00,95673607.00,159814490.00,4.1,27,9,53
2007,2008,Once,150000.00,61901.00,9439923.00,20936722.00,7.8,88,97,91
2007,2008,Operation Homecoming: Writing the Wartime Experience,1200000.00,4516.00,6795.00,6795.00,7.2,,90,52
2007,2008,Persepolis,73000000.00,88826.00,4445756.00,22783978.00,8,90,96,92
2007,2008,Peter & the Wolf,2780000.00,,,,7.6,,,
2007,2008,Pirates of the Caribbean: At World's End,300000000.00,114732820.00,309420425.00,960996492.00,7.1,50,44,72
2007,2008,Ratatouille,150000000.00,47027395.00,206445654.00,623726085.00,8,96,96,87
2007,2008,Salim Baba,,,,,7.4,,,
2007,2008,Sari's Mother,,,,,7.1,,,
2007,2008,Sicko,9000000.00,68969.00,24540079.00,36163768.00,7.9,74,91,87
2007,2008,Surf's Up,100000000.00,17640249.00,58867694.00,152005713.00,6.7,64,79,70
2007,2008,Sweeney Todd The Demon Barber of Fleet Street,50000000.00,9300805.00,52898073.00,153383627.00,7.3,83,86,81
2007,2008,Tanghi Argentini,,,,,7.8,,,71
2007,2008,Taxi to the Dark Side,1000000.00,10930.00,274661.00,294309.00,7.4,82,100,90
2007,2008,The Assassination of Jesse James by the Coward Robert Ford,30000000.00,147812.00,3909149.00,15001776.00,7.5,68,76,75
2007,2008,The Bourne Ultimatum,110000000.00,69283690.00,227471070.00,444100035.00,8,85,92,91
2007,2008,The Counterfeiters,5082000.00,87514.00,5488570.00,18814713.00,7.6,78,93,88
2007,2008,The Diving Bell and the Butterfly,,75721.00,6003227.00,19780116.00,8,92,94,92
2007,2008,The Golden Compass,180000000.00,26125000.00,70107728.00,372234864.00,6.1,51,42,51
2007,2008,The Kite Runner,20000000.00,471713.00,15700078.00,75011029.00,7.6,61,65,84
2007,2008,The Savages,,151859.00,6623082.00,10653221.00,7.1,85,90,75
2007,2008,The Tonto Woman,,,,,6.9,,,69
2007,2008,There Will Be Blood,25000000.00,190739.00,40222514.00,76181545.00,8.2,93,91,86
2007,2008,Transformers,150000000.00,70502384.00,319246193.00,709709780.00,7,61,58,85
2007,2008,War/Dance,,15471.00,115210.00,137977.00,7.8,68,85,91
2008,2009,Auf der Strecke (On the Line),,,,,7.5,,,
2008,2009,Australia,130000000.00,14800723.00,49554002.00,211787511.00,6.6,53,55,65
2008,2009,Bolt,150000000.00,26223128.00,114053579.00,309979994.00,6.8,67,89,74
2008,2009,Changeling,55000000.00,489015.00,35739802.00,113398237.00,7.7,63,62,82
2008,2009,Defiance,32000000.00,123513.00,28644813.00,51262751.00,7.2,58,58,72
2008,2009,Departures,,74945.00,1498210.00,70636851.00,8.1,68,80,92
2008,2009,Doubt,20000000.00,507226.00,33446470.00,51699984.00,7.5,68,79,78
2008,2009,Encounters at the End of the World,,17730.00,944933.00,1205464.00,7.7,80,94,83
2008,2009,Frost/Nixon,25000000.00,180708.00,18622031.00,27426335.00,7.7,80,93,88
2008,2009,Frozen River,1000000.00,70234.00,2511476.00,5457664.00,7.1,82,88,74
2008,2009,Happy-Go-Lucky,,73867.00,3512016.00,18696602.00,7,84,93,67
2008,2009,Hellboy II: The Golden Army,85000000.00,34539115.00,75986503.00,168319243.00,7,78,86,71
2008,2009,In Bruges,15000000.00,459575.00,7800824.00,34085749.00,7.9,67,84,87
2008,2009,Iron Man,140000000.00,98618668.00,319034126.00,585796247.00,7.9,79,94,91
2008,2009,Kung Fu Panda,130000000.00,60239130.00,215434591.00,631746197.00,7.6,74,87,83
2008,2009,La Maison en Petits Cubes,,,,,8.2,,,92
2008,2009,Lavatory - Lovestory,,,,,7.1,,,77
2008,2009,Man on Wire,1390000.00,51392.00,2962242.00,5258569.00,7.7,89,100,84
2008,2009,Manon on the Asphalt,,,,,7.5,,,
2008,2009,Milk,20000000.00,1453844.00,31841299.00,54589558.00,7.5,84,93,89
2008,2009,New Boy,,,,,7.1,,,86
2008,2009,Oktapodi,,,,,7.2,,,
2008,2009,Presto,,,,,8.3,,,92
2008,2009,Rachel Getting Married,,293369.00,12796841.00,16937968.00,6.7,82,84,62
2008,2009,Revanche,,16330.00,258388.00,886407.00,7.5,84,96,83
2008,2009,Revolutionary Road,35000000.00,189911.00,22911480.00,75981180.00,7.3,69,67,71
2008,2009,Slumdog Millionaire,15000000.00,360018.00,141319928.00,378410542.00,8,84,91,90
2008,2009,Smile Pinki,,,,,8,,,58
2008,2009,Spielzeugland (Toyland),,,,,7.8,,,80
2008,2009,The Baader Meinhof Complex,24200000.00,17348.00,476270.00,26937355.00,7.4,76,85,80
2008,2009,The Betrayal (Nerakhoon),,5864.00,41271.00,41271.00,7.1,78,94,72
2008,2009,The Class,,,3766810.00,29303505.00,7.5,92,95,82
2008,2009,The Conscience of Nhem En,,,,,7.7,,,
2008,2009,The Curious Case of Benjamin Button,150000000.00,26853816.00,127509326.00,335802786.00,7.8,70,71,80
2008,2009,The Dark Knight,185000000.00,158411483.00,534858444.00,1005973645.00,9,84,94,94
2008,2009,The Duchess,13500000.00,190426.00,13848978.00,43343384.00,6.9,62,62,67
2008,2009,The Final Inch,,,,,8.3,,,
2008,2009,The Garden,,4114.00,26931.00,26931.00,7.3,,79,85
2008,2009,The Pig,,,,,7.5,,,
2008,2009,The Reader,32000000.00,168051.00,34194407.00,108902486.00,7.6,58,63,79
2008,2009,The Visitor,4000000.00,86488.00,9427089.00,18197518.00,7.6,79,89,84
2008,2009,The Witness - From the Balcony of Room 306,,,,,7.5,,,
2008,2009,The Wrestler,6000000.00,202714.00,26238243.00,44734660.00,7.9,80,98,88
2008,2009,This Way Up,,,,,7.8,,91,100
2008,2009,Tropic Thunder,92000000.00,25812796.00,110515313.00,195702963.00,7,71,82,70
2008,2009,Trouble the Water,900000.00,28606.00,520151.00,522766.00,7.4,83,96,86
2008,2009,Vicky Cristina Barcelona,15500000.00,3755575.00,23216709.00,96409300.00,7.1,70,81,74
2008,2009,WALL-E,180000000.00,63087526.00,223808164.00,5213311890.00,8.4,95,95,90
2008,2009,Waltz with Bashir,1500000.00,50021.00,2283849.00,11179372.00,8,91,96,91
2008,2009,Wanted,75000000.00,50927085.00,134508551.00,342463063.00,6.7,64,71,69
2009,2010,A Matter of Loaf and Death,,,,,7.6,,,77
2009,2010,A Prophet,13000000.00,163773.00,2087720.00,17874044.00,7.9,90,96,89
2009,2010,A Serious Man,7000000.00,251337.00,9228768.00,31430334.00,7,84,89,68
2009,2010,A Single Man,7000000.00,217332.00,9176000.00,24964890.00,7.6,77,86,81
2009,2010,Ajami,1000000.00,35792.00,622403.00,1331651.00,7.3,82,97,81
2009,2010,An Education,7500000.00,159017.00,12574914.00,26096852.00,7.3,85,93,80
2009,2010,Avatar,237000000.00,77025481.00,760507625.00,2841379794.00,7.8,83,82,82
2009,2010,Bright Star,8500000.00,189703.00,4444637.00,14374652.00,6.9,81,82,68
2009,2010,Burma VJ,,5554.00,51672.00,127063.00,7.9,82,97,91
2009,2010,China's Unnatural Disaster: The Tears of Sichuan Province,,,,,7.4,,,69
2009,2010,Coco before Chanel,23000000.00,406768.00,6113834.00,50812934.00,6.7,65,64,57
2009,2010,Coraline,60000000.00,16849640.00,75286229.00,124596837.00,7.7,80,90,73
2009,2010,Crazy Heart,7000000.00,82664.00,39464306.00,47405566.00,7.2,83,90,76
2009,2010,District 9,30000000.00,37354308.00,115646235.00,210888950.00,7.9,81,90,82
2009,2010,Fantastic Mr. Fox,40000000.00,265900.00,21002919.00,46474181.00,7.9,83,93,85
2009,2010,"Food, Inc.",,60513.00,4417674.00,4606199.00,7.8,80,95,86
2009,2010,French Roast,,,,,7.1,,,73
2009,2010,Granny O'Grimm's Sleeping Beauty,56870.00,,,,6.3,,,45
2009,2010,Harry Potter and the Half-Blood Prince,250000000.00,77835727.00,302305431.00,934454096.00,7.6,78,84,78
2009,2010,Il Divo,6897000.00,13867.00,240159.00,11260366.00,7.3,81,92,80
2009,2010,In the Loop,851583.50,191866.00,2388804.00,7787487.00,7.4,83,94,82
2009,2010,Inglourious Basterds,700000000.00,38054676.00,120540719.00,321457747.00,8.3,69,89,88
2009,2010,Instead of Abracadabra,,,,,7.3,,,
2009,2010,Invictus,60000000.00,8611147.00,37491364.00,122426792.00,7.3,74,76,75
2009,2010,Julie & Julia,40000000.00,20027956.00,94125426.00,129540522.00,7,66,77,70
2009,2010,Kavi,,,,,6.9,,,71
2009,2010,Logorama,,,,,7.5,,,84
2009,2010,Miracle Fish,,,,,7.2,,,92
2009,2010,Music by Prudence,,,,,7.2,,,
2009,2010,Nine,80000000.00,257232.00,19676965.00,54004950.00,5.8,49,39,37
2009,2010,Paris 36,,44690.00,851540.00,12940622.00,6.5,40,64,57
2009,2010,Precious: Based on the Novel 'Push' by Sapphire,10000000.00,1872458.00,47566524.00,63649529.00,7.3,78,92,81
2009,2010,Rabbit a la Berlin,,,,,7.5,,89,84
2009,2010,Sherlock Holmes,90000000.00,62304277.00,209028679.00,524028679.00,7.6,57,69,77
2009,2010,Star Trek,150000000.00,75204289.00,257730019.00,385680446.00,7.9,82,94,91
2009,2010,The Blind Side,29000000.00,34119372.00,255959475.00,309208309.00,7.6,53,66,85
2009,2010,The Cove,,57640.00,857005.00,1187434.00,8.4,84,95,94
2009,2010,The Door,,,,,7.2,,,
2009,2010,The Hurt Locker,15000000.00,145352.00,17017811.00,49259766.00,7.5,95,97,84
2009,2010,The Imaginarium of Doctor Parnassus,30000000.00,415233.00,7689607.00,61808775.00,6.8,65,64,60
2009,2010,The Lady and the Reaper (La Dama y la Muerte),,,,,7.2,,,73
2009,2010,The Last Campaign of Governor Booth Gardner,,,,,7.2,,,
2009,2010,The Last Station,18000000.00,73723.00,6617867.00,20554320.00,7,76,71,67
2009,2010,The Last Truck: Closing of a GM Plant,,,,,6.9,,,58
2009,2010,The Lovely Bones,65000000.00,116616.00,44114232.00,936621340.00,6.7,42,32,52
2009,2010,The Messenger,6500000.00,44523.00,1109660.00,1595417.00,7.1,77,90,75
2009,2010,The Milk of Sorrow,,1914.00,10462.00,1557750.00,6.7,68,78,68
2009,2010,The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,,1114.00,453993.00,453993.00,7.7,75,96,90
2009,2010,The New Tenants,,,,,6.9,,,71
2009,2010,The Princess and the Frog,105000000.00,786190.00,104400899.00,267045765.00,7.1,73,85,74
2009,2010,The Secret in Their Eyes,2000000.00,167866.00,6391436.00,35079650.00,8.2,80,89,93
2009,2010,The Secret of Kells,8000000.00,39826.00,676775.00,1803412.00,7.6,81,90,85
2009,2010,The White Ribbon,18000000.00,59848.00,2222862.00,19319671.00,7.8,82,86,79
2009,2010,The Young Victoria,35000000.00,260591.00,11001272.00,29196409.00,7.3,64,76,74
2009,2010,Transformers: Revenge of the Fallen,200000000.00,108966307.00,402111870.00,836303693.00,6,35,20,57
2009,2010,Up,175000000.00,68108790.00,293004164.00,735099102.00,8.2,88,98,90
2009,2010,Up in the Air,25000000.00,1181450.00,83823381.00,166842739.00,7.4,83,90,79
2009,2010,Which Way Home,,,,,7.8,,100,92
2010,2011,127 Hours,18000000.00,264851.00,18335230.00,60738797.00,7.5,82,93,85
2010,2011,Alice in Wonderland,200000000.00,116101023.00,334191110.00,1025468216.00,6.4,53,51,55
2010,2011,Animal Kingdom,3850000.00,61968.00,1044039.00,7209912.00,7.3,83,94,83
2010,2011,Another Year,8000000.00,111869.00,3205706.00,19722766.00,7.3,80,93,74
2010,2011,Barney's Version,30000000.00,65241.00,4439201.00,12106921.00,7.3,67,78,78
2010,2011,Biutiful,,457206.00,5101237.00,25147786.00,7.5,58,66,74
2010,2011,Black Swan,13000000.00,1443809.00,106954678.00,329398046.00,8,79,85,84
2010,2011,Blue Valentine,1000000.00,193728.00,9706328.00,15440333.00,7.4,81,86,77
2010,2011,Country Strong,15000000.00,30452.00,20218921.00,20529194.00,6.3,45,22,53
2010,2011,Day & Night,,,,,8,,,83
,2011,Dogtooth,,6686.00,110248.00,636686.00,7.3,73,93,76
2010,2011,Exit through the Gift Shop,,170756.00,3291250.00,5386242.00,8,85,96,91
2010,2011,Gasland,,,,,7.7,,95,85
2010,2011,God of Love,,,,,7.6,,,92
2010,2011,Harry Potter and the Deathly Hallows Part 1,208500000.00,125017372.00,296347721.00,977043483.00,7.7,65,77,85
2010,2011,Hereafter,50000000.00,220322.00,32746941.00,106956330.00,6.4,56,47,38
2010,2011,How to Train Your Dragon,165000000.00,43732319.00,217581231.00,494879471.00,8.1,75,99,91
2010,2011,I Am Love,4356000.00,121504.00,5005465.00,12014663.00,7,79,81,68
2010,2011,In a Better World,5500000.00,33058.00,1008098.00,13004504.00,7.6,65,78,86
2010,2011,Incendies,6800000.00,50679.00,2071334.00,7099598.00,8.3,80,92,92
2010,2011,Inception,16000000.00,62785337.00,292576195.00,836836967.00,8.8,74,87,91
2010,2011,Inside Job,2000000.00,39649.00,4312735.00,7871522.00,8.2,88,98,91
2010,2011,Iron Man 2,200000000.00,128122480.00,312433331.00,623933331.00,7,57,72,71
2010,2011,Killing in the Name,,,,,7.1,,,
2010,2011,Let's Pollute,,,,,6.4,,,34
2010,2011,"Madagascar, carnet de voyage (Madagascar, a Journey Diary)",,,,,6.6,,,83
2010,2011,Na Wewe,,,,,6.9,,,71
2010,2011,Outside the Law (Hors-la-loi),,,,,6.6,59,76,65
2010,2011,Poster Girl,,,,,6.8,,,46
2010,2011,Rabbit Hole,5000000.00,53778.00,2229058.00,5144717.00,7,76,87,72
2010,2011,Restrepo,,35581.00,1333894.00,1436391.00,7.5,85,96,88
2010,2011,Salt,110000000.00,36011243.00,118311368.00,293503354.00,6.4,65,62,59
2010,2011,Strangers No More,,,,,7.1,,,80
2010,2011,Sun Come Up,,,,,7.3,,,67
2010,2011,Tangled,260000000.00,48767052.00,200821936.00,592462816.00,7.7,71,89,87
2010,2011,The Confession,,,,45203103.00,7.8,,81,88
2010,2011,The Crush,,,,,6.7,,,
2010,2011,The Fighter,25000000.00,300010.00,93617009.00,129190869.00,7.8,79,90,89
2010,2011,The Gruffalo,,,,,7.5,,,79
2010,2011,The Illusionist,16500000.00,927956.00,39868642.00,87892388.00,7.6,68,73,83
2010,2011,The Kids Are All Right,4000000.00,491971.00,20811365.00,34758951.00,7,86,92,74
2010,2011,The King's Speech,15000000.00,355450.00,138797449.00,427374317.00,8,88,94,92
2010,2011,The Lost Thing,385000.00,,,,7.3,,,83
2010,2011,The Social Network,40000000.00,22445653.00,96962694.00,224920375.00,7.7,95,96,86
2010,2011,The Tempest,20000000.00,42436.00,277943.00,405861.00,5.3,43,30,28
2010,2011,The Town,37000000.00,23808032.00,92186262.00,154026136.00,7.5,74,92,85
2010,2011,The Warriors of Qiugang,300000.00,,,,7.4,,,50
2010,2011,The Way Back,30000000.00,1218868.00,2701859.00,24172201.00,7.3,66,74,72
2010,2011,The Wolfman,150000000.00,31479235.00,61979680.00,139789765.00,5.8,43,34,33
2010,2011,Toy Story 3,200000000.00,110307189.00,415004880.00,1066970811.00,8.2,92,98,90
2010,2011,Tron: Legacy,170000000.00,44026211.00,172062763.00,400062763.00,6.8,49,51,63
2010,2011,True Grit,38000000.00,24830443.00,171243005.00,252276927.00,7.6,80,95,85
2010,2011,Unstoppable,100000000.00,22688457.00,81562942.00,167805466.00,6.8,69,87,72
2010,2011,Waste Land,1500000.00,9806.00,187716.00,291307.00,7.9,78,100,90
2010,2011,Winter's Bone,2000000.00,84797.00,6531503.00,13796834.00,7.1,90,94,76
2010,2011,Wish 143,,,,,7.2,,,85
2011,2012,A Better Life,10000000.00,62087.00,1759252.00,1863506.00,7.2,64,85,79
2011,2012,A Cat in Paris,,34554.00,309973.00,2080634.00,6.9,63,83,72
2011,2012,A Morning Stroll,,,,,6.7,,,81
2011,2012,A Separation,500000.00,59481.00,7099055.00,22926076.00,8.3,95,99,92
2011,2012,Albert Nobbs,8000000.00,696088.00,3014696.00,7532259.00,6.7,57,56,47
2011,2012,Anonymous,30000000.00,1021768.00,4463292.00,15395087.00,6.9,50,45,53
2011,2012,Beginners,3200000.00,141340.00,5790894.00,14311701.00,7.2,81,85,77
2011,2012,Bridesmaids,32500000.00,26247410.00,169106725.00,288383523.00,6.8,75,90,76
2011,2012,Bullhead,2420000.00,32267.00,151840.00,4483147.00,7.4,68,87,80
2011,2012,Chico & Rita,11132000.00,20654.00,350524.00,2347919.00,7.2,76,87,77
2011,2012,Dimanche/Sunday,,,,,6,,,
2011,2012,Drive,15000000.00,11340461.00,35061555.00,77187281.00,7.8,78,92,79
2011,2012,Extremely Loud & Incredibly Close,40000000.00,72348.00,31847881.00,55247881.00,6.9,46,45,61
2011,2012,Footnote,,47528.00,2007758.00,2451259.00,7.1,83,89,71
2011,2012,God Is the Bigger Elvis,,,,,7,,,83
2011,2012,Harry Potter and the Deathly Hallows Part 2,125000000.00,169189427.00,381409310.00,1342223936.00,8.1,85,96,89
2011,2012,Hell and Back Again,,3413.00,40634.00,40949.00,6.5,81,100,69
2011,2012,Hugo,150000000.00,11364505.00,73864507.00,185770310.00,7.5,83,93,78
2011,2012,If a Tree Falls: A Story of the Earth Liberation Front,,5634.00,61794.00,61794.00,7.2,65,88,75
2011,2012,In Darkness,,27413.00,1041455.00,9955885.00,7.3,74,88,80
2011,2012,Incident in New Baghdad,,,,,6.8,,,67
2011,2012,Jane Eyre,,182885.00,11242660.00,34710627.00,7.3,76,84,76
2011,2012,Kung Fu Panda 2,150000000.00,47656302.00,165249063.00,665692281.00,7.2,67,81,74
2011,2012,La Luna,,,,,8,,,88
2011,2012,Margin Call,3500000.00,561906.00,5354039.00,19504039.00,7.1,76,87,74
2011,2012,Midnight in Paris,17000000.00,599003.00,56817045.00,153959590.00,7.7,81,93,83
2011,2012,Moneyball,50000000.00,19501302.00,75605492.00,110206216.00,7.6,87,94,86
2011,2012,Monsieur Lazhar,,112190.00,2009517.00,9074711.00,7.5,82,97,86
2011,2012,My Week with Marilyn,8896000.00,1750507.00,14600347.00,35057696.00,6.9,65,83,71
2011,2012,Paradise Lost 3: Purgatory,,,,,8.1,85,100,93
2011,2012,Pentecost,,,,,6.7,,,59
2011,2012,Pina,3918536.60,68012.00,3524826.00,18705853.00,7.7,83,95,81
2011,2012,Puss in Boots,130000000.00,34077439.00,149260504.00,554987477.00,6.6,65,86,67
2011,2012,Raju,,,,,7.1,,,75
2011,2012,Rango,135000000.00,38079323.00,123477607.00,245724603.00,7.2,75,88,69
2011,2012,Real Steel,110000000.00,27319677.00,85468508.00,299268508.00,7.1,56,60,73
2011,2012,Rio,90000000.00,39225962.00,143619809.00,483866518.00,6.9,63,772,71
2011,2012,Rise of the Planet of the Apes,93000000.00,54806191.00,176760185.00,481800873.00,7.6,68,82,77
2011,2012,Saving Face,,,,,8,,,80
2011,2012,The Adventures of Tintin,135000000.00,9720993.00,77591831.00,373993951.00,7.3,68,74,74
2011,2012,The Artist,15000000.00,204878.00,44671682.00,133432856.00,7.9,89,95,87
2011,2012,The Barber of Birmingham: Foot Soldier of the Civil Rights Movement,,,,,7,,,
2011,2012,The Descendants,20000000.00,1190096.00,82584160.00,177243185.00,7.3,84,87,79
2011,2012,The Fantastic Flying Books of Mr. Morris Lessmore,,,,,7.9,,,
2011,2012,The Girl with the Dragon Tattoo,90000000.00,12768604.00,102515793.00,232617430.00,7.8,71,87,86
2011,2012,The Help,25000000.00,26044590.00,169708112.00,216639112.00,8,62,76,89
2011,2012,The Ides of March,12500000.00,10470143.00,40962534.00,76338111.00,7.1,67,83,73
2011,2012,The Iron Lady,13000000.00,220409.00,30017992.00,115890699.00,6.4,54,52,51
2011,2012,The Muppets,45000000.00,29239026.00,88631237.00,165184237.00,7.1,75,95,80
2011,2012,The Shore,,,,,6.7,,,65
2011,2012,The Tree of Life,32000000.00,372920.00,13303319.00,58409247.00,6.8,85,84,60
2011,2012,The Tsunami and the Cherry Blossom,,,,,7.7,,,95
2011,2012,Time Freak,,,10003.00,467705.00,5.8,,,55
2011,2012,Tinker Tailor Soldier Spy,27800000.00,310562.00,24149393.00,81244605.00,7.1,85,83,65
2011,2012,Transformers: Dark of the Moon,195000000.00,97852865.00,352390543.00,1123794079.00,6.2,42,35,55
2011,2012,Tuba Atlantic,,,,,7.5,,,
2011,2012,Undefeated,,33165.00,562218.00,583844.00,7.7,71,96,89
2011,2012,W.E.,15000000.00,47074.00,583455.00,2042203.00,6.3,37,12,48
2011,2012,War Horse,66000000.00,7515402.00,79884879.00,177584879.00,7.2,72,74,74
2011,2012,Warrior,25000000.00,5242107.00,13657115.00,23308615.00,8.2,71,83,92
2011,2012,Wild Life,,,,,6.4,,,43
2012,2013,5 Broken Cameras,,6674.00,109983.00,146475.00,7.9,78,96,88
2012,2013,A Royal Affair,,38212.00,1546761.00,14758997.00,7.5,73,90,82
2012,2013,Adam and Dog,,,,,6.8,,,75
2012,2013,Amour,8900000.00,68266.00,6739492.00,29664140.00,7.9,94,93,82
2012,2013,Anna Karenina,40600000.00,320690.00,12816367.00,68929150.00,6.6,63,63,50
